ytid_V,Comments,Emotion,aspect_version,caption_version,shorth_aspect,short_caption,aspect_list,caption
1Ccis4FDGwY_3,,"Exciting, energetic",FALSE,TRUE,,x,"low quality, noisy, electric guitar melody, mellow, soft, passionate",The low quality recording features an electric guitar melody playing in the left channel only in the first half of the loop. 
1Ccis4FDGwY_4,,"Exciting, energetic",FALSE,TRUE,,x,"low quality, noisy, electric guitar melody, mellow, soft, passionate",The low quality recording features an electric guitar melody playing in the left channel only in the first half of the loop. 
1IK4OeOqAEo_1,"lyrics generated in Spanish in response to ""foreign language"" prompt",Sad,TRUE,FALSE,x,x,"female singer, slow tempo, soft piano accompaniment, lonely, pain, heart break, sad, pop, dreamy, love song, young love, emotional, sentimental, foreign language, romantic, lonely, melancholic, ","A female vocalist sings this melancholic melody in a foreign language.The tempo is slow with a romantic piano accompaniment. The song is soft, mellow, poignant, emotional,sentimental, romantic,"
1IK4OeOqAEo_2,"lyrics generated in Spanish in response to ""foreign language"" prompt",Sad,TRUE,FALSE,x,x,"female singer, slow tempo, soft piano accompaniment, lonely, pain, heart break, sad, pop, dreamy, love song, young love, emotional, sentimental, foreign language, romantic, lonely, melancholic, ","A female vocalist sings this melancholic melody in a foreign language.The tempo is slow with a romantic piano accompaniment. The song is soft, mellow, poignant, emotional,sentimental, romantic,"
1IK4OeOqAEo_3,"lyrics generated in French in response to ""foreign language"" prompt",Sad,FALSE,TRUE,x,x,"female singer, slow tempo, soft piano accompaniment, lonely, pain, heart break, sad, pop, dreamy, love song, young love, emotional, sentimental, foreign language, romantic, lonely, melancholic, ","A female vocalist sings this melancholic melody in a foreign language.The tempo is slow with a romantic piano accompaniment. The song is soft, mellow, poignant, emotional,sentimental, romantic,"
1IK4OeOqAEo_4,"lyrics generated in French in response to ""foreign language"" prompt",Sad,FALSE,TRUE,x,x,"female singer, slow tempo, soft piano accompaniment, lonely, pain, heart break, sad, pop, dreamy, love song, young love, emotional, sentimental, foreign language, romantic, lonely, melancholic, ","A female vocalist sings this melancholic melody in a foreign language.The tempo is slow with a romantic piano accompaniment. The song is soft, mellow, poignant, emotional,sentimental, romantic,"
1JwoLPCIGhs_1,Not low quality,"Sad, slightly melancholic, soulful",TRUE,FALSE,,x,"cover, low quality, noisy, blues, subtly strummed acoustic rhythm guitar, electric guitar solo melody, passionate, easygoing, cool","The low quality recording features a cover of a blues song and it consists of subtly strummed, acoustic rhythm guitar, followed by electric guitar solo melody. It sounds passionate, easygoing and cool "
1JwoLPCIGhs_2,,"Sad, slightly melancholic, soulful",TRUE,FALSE,,x,"cover, low quality, noisy, blues, subtly strummed acoustic rhythm guitar, electric guitar solo melody, passionate, easygoing, cool","The low quality recording features a cover of a blues song and it consists of subtly strummed, acoustic rhythm guitar, followed by electric guitar solo melody. It sounds passionate, easygoing and cool "
1JwoLPCIGhs_3,"Could slightly pass as low quality due to few instruments, but still far way from low.","Sad, slightly melancholic, soulful",FALSE,TRUE,,x,"cover, low quality, noisy, blues, subtly strummed acoustic rhythm guitar, electric guitar solo melody, passionate, easygoing, cool","The low quality recording features a cover of a blues song and it consists of subtly strummed, acoustic rhythm guitar, followed by electric guitar solo melody. It sounds passionate, easygoing and cool "
1JwoLPCIGhs_4,,"Sad, slightly melancholic, soulful",FALSE,TRUE,,x,"cover, low quality, noisy, blues, subtly strummed acoustic rhythm guitar, electric guitar solo melody, passionate, easygoing, cool","The low quality recording features a cover of a blues song and it consists of subtly strummed, acoustic rhythm guitar, followed by electric guitar solo melody. It sounds passionate, easygoing and cool "
1OIfQHKnAcw_1,,"Sad, depressive",TRUE,FALSE,x,,"male singer, piano accompaniment, soloist, modern love, loneliness, breakup song, mameluke in love, music covers, youtube music videos, youtube music artist, modern pop hits, courtship song, ",A male singer sings this emotional melody. The song is medium tempo with a piano accompaniment and a strong bass drum kick . The song is emotional and romantic. The song is a home music video .
1OIfQHKnAcw_2,,"Sad, depressive",TRUE,FALSE,x,,"male singer, piano accompaniment, soloist, modern love, loneliness, breakup song, mameluke in love, music covers, youtube music videos, youtube music artist, modern pop hits, courtship song, ",A male singer sings this emotional melody. The song is medium tempo with a piano accompaniment and a strong bass drum kick . The song is emotional and romantic. The song is a home music video .
1OIfQHKnAcw_3,Not clearly a male voice,"Sad, depressive",FALSE,TRUE,x,,"male singer, piano accompaniment, soloist, modern love, loneliness, breakup song, mameluke in love, music covers, youtube music videos, youtube music artist, modern pop hits, courtship song, ",A male singer sings this emotional melody. The song is medium tempo with a piano accompaniment and a strong bass drum kick . The song is emotional and romantic. The song is a home music video .
1OIfQHKnAcw_4,Not clearly a male voice,"Sad, depressive",FALSE,TRUE,x,,"male singer, piano accompaniment, soloist, modern love, loneliness, breakup song, mameluke in love, music covers, youtube music videos, youtube music artist, modern pop hits, courtship song, ",A male singer sings this emotional melody. The song is medium tempo with a piano accompaniment and a strong bass drum kick . The song is emotional and romantic. The song is a home music video .
1QSD-dzEv7Y_1,"No bansuri flute, instead there is a classical guitar","Happy, relaxing, chill",TRUE,FALSE,,x,"flute music, bansuri flute, piano, e-bass, amateur recording, soothing",This audio contains someone playing a bansuri flute in the mid-to high register. A piano is playing a repeating melody along with an e-bass. The flute is full of reverb. 
1QSD-dzEv7Y_2,"No bansuri flute, instead there is a classical guitar","Content, relaxing, chill",TRUE,FALSE,,x,"flute music, bansuri flute, piano, e-bass, amateur recording, soothing",This audio contains someone playing a bansuri flute in the mid-to high register. A piano is playing a repeating melody along with an e-bass. The flute is full of reverb. 
1QSD-dzEv7Y_3,"No bansuri flute, instead there is a classical guitar","Surprise, Tense",FALSE,TRUE,,x,"flute music, bansuri flute, piano, e-bass, amateur recording, soothing",This audio contains someone playing a bansuri flute in the mid-to high register. A piano is playing a repeating melody along with an e-bass. The flute is full of reverb. 
1QSD-dzEv7Y_4,"No bansuri flute, instead there is a classical guitar","Content, relaxing, chill",FALSE,TRUE,,x,"flute music, bansuri flute, piano, e-bass, amateur recording, soothing",This audio contains someone playing a bansuri flute in the mid-to high register. A piano is playing a repeating melody along with an e-bass. The flute is full of reverb. 
1SqihV_DnEg_1,No xylophone,"Content, relaxing",TRUE,FALSE,,x,"lullaby, xylophone, mellow male vocals, bass guitar, dreamy, kids music, mid tempo, nostalgic",The track is a lullaby song that features a mellow male vocal with a mellow voice. A soft xylophone plays a melody on the foreground while a deep bass guitar adds a certain bounciness to the song
1SqihV_DnEg_2,No xylophone,"Content, relaxing",TRUE,FALSE,,x,"lullaby, xylophone, mellow male vocals, bass guitar, dreamy, kids music, mid tempo, nostalgic",The track is a lullaby song that features a mellow male vocal with a mellow voice. A soft xylophone plays a melody on the foreground while a deep bass guitar adds a certain bounciness to the song
1SqihV_DnEg_3,No xylophone,"Content, relaxing",FALSE,TRUE,,x,"lullaby, xylophone, mellow male vocals, bass guitar, dreamy, kids music, mid tempo, nostalgic",The track is a lullaby song that features a mellow male vocal with a mellow voice. A soft xylophone plays a melody on the foreground while a deep bass guitar adds a certain bounciness to the song
1SqihV_DnEg_4,No xylophone,"Content, relaxing",FALSE,TRUE,,x,"lullaby, xylophone, mellow male vocals, bass guitar, dreamy, kids music, mid tempo, nostalgic",The track is a lullaby song that features a mellow male vocal with a mellow voice. A soft xylophone plays a melody on the foreground while a deep bass guitar adds a certain bounciness to the song
1W2FOzSXsxs_1,"Not low quality, not amateur","Calm, happy",TRUE,FALSE,,x,"amateur recording, low quality audio, female voice, piano song, slow tempo, story-telling mood, minimal instruments, no percussion, easy listening",This low quality audio clip features a female voice singing the main melody. This is accompanied by a piano. There are no other instruments in this song. This song has a story-telling mood
1W2FOzSXsxs_2,"Not low quality, not amateur","Calm, happy",TRUE,FALSE,,x,"amateur recording, low quality audio, female voice, piano song, slow tempo, story-telling mood, minimal instruments, no percussion, easy listening",This low quality audio clip features a female voice singing the main melody. This is accompanied by a piano. There are no other instruments in this song. This song has a story-telling mood
1W2FOzSXsxs_3,"Not low quality, not amateur","Happy, chill",FALSE,TRUE,,x,"amateur recording, low quality audio, female voice, piano song, slow tempo, story-telling mood, minimal instruments, no percussion, easy listening",This low quality audio clip features a female voice singing the main melody. This is accompanied by a piano. There are no other instruments in this song. This song has a story-telling mood
1W2FOzSXsxs_4,Not clearly female voice,Happy,FALSE,TRUE,,x,"amateur recording, low quality audio, female voice, piano song, slow tempo, story-telling mood, minimal instruments, no percussion, easy listening",This low quality audio clip features a female voice singing the main melody. This is accompanied by a piano. There are no other instruments in this song. This song has a story-telling mood
1_YHHL_t2GI_1,,"Happy, energetic",TRUE,FALSE,,x,"low quality, clapping, shoe tapping, mono, noisy, rock, playback, passionate male vocal, electric guitar melody, punchy snare, shimmering hi hats, groovy bass guitar, punchy kick","The low quality recording features clapping and shoe tapping sounds over rock songs played on playback. The song consists of a passionate male vocal that sings over punchy kick and snare hits, "
1_YHHL_t2GI_2,Not low quality,"Happy, energetic",TRUE,FALSE,,x,"low quality, clapping, shoe tapping, mono, noisy, rock, playback, passionate male vocal, electric guitar melody, punchy snare, shimmering hi hats, groovy bass guitar, punchy kick","The low quality recording features clapping and shoe tapping sounds over rock songs played on playback. The song consists of a passionate male vocal that sings over punchy kick and snare hits, "
1_YHHL_t2GI_3,Not low quality,"Happy, exciting, energetic",FALSE,TRUE,,x,"low quality, clapping, shoe tapping, mono, noisy, rock, playback, passionate male vocal, electric guitar melody, punchy snare, shimmering hi hats, groovy bass guitar, punchy kick","The low quality recording features clapping and shoe tapping sounds over rock songs played on playback. The song consists of a passionate male vocal that sings over punchy kick and snare hits, "
1_YHHL_t2GI_4,Not low quality,"Exciting, energetic",FALSE,TRUE,,x,"low quality, clapping, shoe tapping, mono, noisy, rock, playback, passionate male vocal, electric guitar melody, punchy snare, shimmering hi hats, groovy bass guitar, punchy kick","The low quality recording features clapping and shoe tapping sounds over rock songs played on playback. The song consists of a passionate male vocal that sings over punchy kick and snare hits, "
1gDNqOQFopY_1,"Some words added although they are few in contrast to the ""no word"" prompt","Happy, easygoing",TRUE,FALSE,,x,"amateur recording, yodeling, male voice, quirky sounds, piano, no words, no percussion, minimal instruments, moderate tempo, comedy",This clip is of an amateur recording. It features a male voice. He starts off the song by singing a quacking melody followed by yodeling. There are no words in this song. 
1gDNqOQFopY_2,"Some words added although they are few in contrast to the ""no word"" prompt","Happy, easygoing",TRUE,FALSE,,x,"amateur recording, yodeling, male voice, quirky sounds, piano, no words, no percussion, minimal instruments, moderate tempo, comedy",This clip is of an amateur recording. It features a male voice. He starts off the song by singing a quacking melody followed by yodeling. There are no words in this song. 
1gDNqOQFopY_3,"Some words added although they are few in contrast to the ""no word"" prompt","Happy, easygoing",FALSE,TRUE,,x,"amateur recording, yodeling, male voice, quirky sounds, piano, no words, no percussion, minimal instruments, moderate tempo, comedy",This clip is of an amateur recording. It features a male voice. He starts off the song by singing a quacking melody followed by yodeling. There are no words in this song. 
1gDNqOQFopY_4,"Some words added although they are few in contrast to the ""no word"" prompt","Happy, chill, christmas",FALSE,TRUE,,x,"amateur recording, yodeling, male voice, quirky sounds, piano, no words, no percussion, minimal instruments, moderate tempo, comedy",This clip is of an amateur recording. It features a male voice. He starts off the song by singing a quacking melody followed by yodeling. There are no words in this song. 
1j13NdQiw8c_1,No people talking or claping,"Happy, Energetic, chill",TRUE,FALSE,x,x,"instrumental, fast tempo, lively, fresh, breeze, people talking, clapping, cheering, tambourine beats, youthful, simple vivacious, ambient nature sounds, people talking, keyboard harmony, lively drums, ","This music is instrumental. The tempo is fast with a lively keyboard harmony, steady drumming, groovy bass lines and harmonica melodic. The song is fresh, groovy, sunny, happy; vivacious and spirited."
1j13NdQiw8c_2,No people talking or claping,"Happy, Energetic, ",TRUE,FALSE,x,x,"instrumental, fast tempo, lively, fresh, breeze, people talking, clapping, cheering, tambourine beats, youthful, simple vivacious, ambient nature sounds, people talking, keyboard harmony, lively drums, ","This music is instrumental. The tempo is fast with a lively keyboard harmony, steady drumming, groovy bass lines and harmonica melodic. The song is fresh, groovy, sunny, happy; vivacious and spirited."
1j13NdQiw8c_3,No harmonica,"Calm, relaxin",FALSE,TRUE,x,x,"instrumental, fast tempo, lively, fresh, breeze, people talking, clapping, cheering, tambourine beats, youthful, simple vivacious, ambient nature sounds, people talking, keyboard harmony, lively drums, ","This music is instrumental. The tempo is fast with a lively keyboard harmony, steady drumming, groovy bass lines and harmonica melodic. The song is fresh, groovy, sunny, happy; vivacious and spirited."
1j13NdQiw8c_4,No harmonica,"Calm, relaxin",FALSE,TRUE,x,x,"instrumental, fast tempo, lively, fresh, breeze, people talking, clapping, cheering, tambourine beats, youthful, simple vivacious, ambient nature sounds, people talking, keyboard harmony, lively drums, ","This music is instrumental. The tempo is fast with a lively keyboard harmony, steady drumming, groovy bass lines and harmonica melodic. The song is fresh, groovy, sunny, happy; vivacious and spirited."
Does not follow ,"Good rendition of ""no singer"" (more accurrate not many lirycs) jingle",,TRUE,FALSE,,x,"jingle, no singer, instrumental, keyboard, organ, bells, percussive elements, cheerful, playful, cozy",This is a jingle piece. There is no singer in this piece. There is an organ and a keyboard playing the main melody while bells and other percussive elements provide the rhythmic background. 
1l7BjFDQLUM_2,"Good rendition of ""no singer"" (more accurrate not many lirycs) jingle",,TRUE,FALSE,,x,"jingle, no singer, instrumental, keyboard, organ, bells, percussive elements, cheerful, playful, cozy",This is a jingle piece. There is no singer in this piece. There is an organ and a keyboard playing the main melody while bells and other percussive elements provide the rhythmic background. 
1l7BjFDQLUM_3,,,FALSE,TRUE,,x,"jingle, no singer, instrumental, keyboard, organ, bells, percussive elements, cheerful, playful, cozy",This is a jingle piece. There is no singer in this piece. There is an organ and a keyboard playing the main melody while bells and other percussive elements provide the rhythmic background. 
1l7BjFDQLUM_4,,,FALSE,TRUE,,x,"jingle, no singer, instrumental, keyboard, organ, bells, percussive elements, cheerful, playful, cozy",This is a jingle piece. There is no singer in this piece. There is an organ and a keyboard playing the main melody while bells and other percussive elements provide the rhythmic background. 
1pR0SgbqP3M_1,"There is not the specified ""groovy saxophone"" in the text command. It nevertheless uses it for the lyrics.",,TRUE,FALSE,x,x,"male vocalist, fast tempo, lively trumpet, synth pop, funk pop, electrifying music, passionate, vital, catchy, engaging, buoyant, groovy saxophone, keyboard harmony, slick drumming, synthesiser ","A male vocalist sings this lively pop. The tempo is fast and peppy with animated trumpets, groovy saxophone, slick drumming, funky bass line, keyboard harmony, synthesiser arrangements "
1pR0SgbqP3M_2,"There is not the specified ""groovy saxophone"" in the text command. It nevertheless uses it for the lyrics.",,TRUE,FALSE,x,x,"male vocalist, fast tempo, lively trumpet, synth pop, funk pop, electrifying music, passionate, vital, catchy, engaging, buoyant, groovy saxophone, keyboard harmony, slick drumming, synthesiser ","A male vocalist sings this lively pop. The tempo is fast and peppy with animated trumpets, groovy saxophone, slick drumming, funky bass line, keyboard harmony, synthesiser arrangements "
1pR0SgbqP3M_3,"There is not the specified ""groovy saxophone"" in the text command. It nevertheless uses it for the lyrics.",,FALSE,TRUE,x,x,"male vocalist, fast tempo, lively trumpet, synth pop, funk pop, electrifying music, passionate, vital, catchy, engaging, buoyant, groovy saxophone, keyboard harmony, slick drumming, synthesiser ","A male vocalist sings this lively pop. The tempo is fast and peppy with animated trumpets, groovy saxophone, slick drumming, funky bass line, keyboard harmony, synthesiser arrangements "
1pR0SgbqP3M_4,"There is not the specified ""groovy saxophone"" in the text command. It nevertheless uses it for the lyrics.",,FALSE,TRUE,x,x,"male vocalist, fast tempo, lively trumpet, synth pop, funk pop, electrifying music, passionate, vital, catchy, engaging, buoyant, groovy saxophone, keyboard harmony, slick drumming, synthesiser ","A male vocalist sings this lively pop. The tempo is fast and peppy with animated trumpets, groovy saxophone, slick drumming, funky bass line, keyboard harmony, synthesiser arrangements "
1y1lEOGBcWM_1,Not low quality. Added voice and lyrics,"Calm, slightly melancholic",TRUE,FALSE,,,"low quality, suspenseful piano melody, mellow synth pad chords, intense, mystical, passionate, emotional","The low quality recording features a suspenseful piano melody played over mellow synth pad chords. It sounds intense, mystical, but also passionate, as something you would hear in movies."
1y1lEOGBcWM_2,Not low quality. Added voice and lyrics,"Calm, slightly melancholic",TRUE,FALSE,,,"low quality, suspenseful piano melody, mellow synth pad chords, intense, mystical, passionate, emotional","The low quality recording features a suspenseful piano melody played over mellow synth pad chords. It sounds intense, mystical, but also passionate, as something you would hear in movies."
1y1lEOGBcWM_3,Not low quality. Added voice and lyrics,"Calm, slightly melancholic",FALSE,TRUE,,,"low quality, suspenseful piano melody, mellow synth pad chords, intense, mystical, passionate, emotional","The low quality recording features a suspenseful piano melody played over mellow synth pad chords. It sounds intense, mystical, but also passionate, as something you would hear in movies."
1y1lEOGBcWM_4,Not low quality. Added voice and lyrics,"Calm, slightly melancholic",FALSE,TRUE,,,"low quality, suspenseful piano melody, mellow synth pad chords, intense, mystical, passionate, emotional","The low quality recording features a suspenseful piano melody played over mellow synth pad chords. It sounds intense, mystical, but also passionate, as something you would hear in movies."
20Vh6z6Ie0E_1,Not a live performance,Happy,TRUE,FALSE,,x,"live performance, pop, passionate female vocal, sustained strings melody, groovy piano melody, smooth bass, wide shimmering shakers, snaps, snappy rimshots, euphoric, happy, nostalgic","The recording features a live performance of a pop song that consists of passionate female vocal singing over groovy piano melody, sustained strings melody, smooth bass, widely spread shimmering shake"
20Vh6z6Ie0E_2,Not a live performance,Happy,TRUE,FALSE,,x,"live performance, pop, passionate female vocal, sustained strings melody, groovy piano melody, smooth bass, wide shimmering shakers, snaps, snappy rimshots, euphoric, happy, nostalgic","The recording features a live performance of a pop song that consists of passionate female vocal singing over groovy piano melody, sustained strings melody, smooth bass, widely spread shimmering shake"
20Vh6z6Ie0E_3,No strings,"Content, calm",FALSE,TRUE,,x,"live performance, pop, passionate female vocal, sustained strings melody, groovy piano melody, smooth bass, wide shimmering shakers, snaps, snappy rimshots, euphoric, happy, nostalgic","The recording features a live performance of a pop song that consists of passionate female vocal singing over groovy piano melody, sustained strings melody, smooth bass, widely spread shimmering shake"
20Vh6z6Ie0E_4,No strings,"Content, calm",FALSE,TRUE,,x,"live performance, pop, passionate female vocal, sustained strings melody, groovy piano melody, smooth bass, wide shimmering shakers, snaps, snappy rimshots, euphoric, happy, nostalgic","The recording features a live performance of a pop song that consists of passionate female vocal singing over groovy piano melody, sustained strings melody, smooth bass, widely spread shimmering shake"
25RWrqQol7Y_1,,"Disgust, Aggressive, Energetic",TRUE,FALSE,,x,"electronic, sound effects, glass shatter, ice break, synth bass, loud, dramatic, aggressive, violent",These are various sound effects compiled into a track. There is an electronic music/dubstep influence on the sounds. A strong bass synth can be heard playing. The sounds of glass shattering
25RWrqQol7Y_2,,"Disgust, Aggressive, Energetic",TRUE,FALSE,,x,"electronic, sound effects, glass shatter, ice break, synth bass, loud, dramatic, aggressive, violent",These are various sound effects compiled into a track. There is an electronic music/dubstep influence on the sounds. A strong bass synth can be heard playing. The sounds of glass shattering
25RWrqQol7Y_3,No glass shattering,"Exciting, agressive",FALSE,TRUE,,x,"electronic, sound effects, glass shatter, ice break, synth bass, loud, dramatic, aggressive, violent",These are various sound effects compiled into a track. There is an electronic music/dubstep influence on the sounds. A strong bass synth can be heard playing. The sounds of glass shattering
25RWrqQol7Y_4,No glass shattering,"Exciting, agressive",FALSE,TRUE,,x,"electronic, sound effects, glass shatter, ice break, synth bass, loud, dramatic, aggressive, violent",These are various sound effects compiled into a track. There is an electronic music/dubstep influence on the sounds. A strong bass synth can be heard playing. The sounds of glass shattering
298Q_pSLflU_1,Added voice,"Exciting, uplifting, ",TRUE,FALSE,,x,"techno, synthesizer pads, fast tempo, uplifting energy",This song contains a lot of different synthesizer sounds. One is playing a lead melody in a higher register while two others are playing a rhythmic repeating melody in the mid and low register. 
298Q_pSLflU_2,Added voice,"Exciting, energetic, ",TRUE,FALSE,,x,"techno, synthesizer pads, fast tempo, uplifting energy",This song contains a lot of different synthesizer sounds. One is playing a lead melody in a higher register while two others are playing a rhythmic repeating melody in the mid and low register. 
298Q_pSLflU_3,Added voice,"Happy, uplifting",FALSE,TRUE,,x,"techno, synthesizer pads, fast tempo, uplifting energy",This song contains a lot of different synthesizer sounds. One is playing a lead melody in a higher register while two others are playing a rhythmic repeating melody in the mid and low register. 
298Q_pSLflU_4,Added voice,"Happy, uplifting",FALSE,TRUE,,x,"techno, synthesizer pads, fast tempo, uplifting energy",This song contains a lot of different synthesizer sounds. One is playing a lead melody in a higher register while two others are playing a rhythmic repeating melody in the mid and low register. 
2G4lyzAZ1vk_1,Not an amateur recording,"Happy, chill",TRUE,FALSE,,x,"r&b/soul, female voice singing, e-guitar, sensual, soulful, amateur recording, medium to uptempo","A female voice is singing soulfully, sounding a little airy and sensual. Someone is playing neo-soul chords on an e-guitar. This song may be playing at home singing along to a karaoke song. "
2G4lyzAZ1vk_2,Not an amateur recording,"Happy, chill",TRUE,FALSE,,x,"r&b/soul, female voice singing, e-guitar, sensual, soulful, amateur recording, medium to uptempo","A female voice is singing soulfully, sounding a little airy and sensual. Someone is playing neo-soul chords on an e-guitar. This song may be playing at home singing along to a karaoke song. "
2G4lyzAZ1vk_3,Not an amateur recording. Very realistic voice.,"Happy, chill",FALSE,TRUE,,x,"r&b/soul, female voice singing, e-guitar, sensual, soulful, amateur recording, medium to uptempo","A female voice is singing soulfully, sounding a little airy and sensual. Someone is playing neo-soul chords on an e-guitar. This song may be playing at home singing along to a karaoke song. "
2G4lyzAZ1vk_4,Not an amateur recording. Very realistic voice.,"Happy, chill",FALSE,TRUE,,x,"r&b/soul, female voice singing, e-guitar, sensual, soulful, amateur recording, medium to uptempo","A female voice is singing soulfully, sounding a little airy and sensual. Someone is playing neo-soul chords on an e-guitar. This song may be playing at home singing along to a karaoke song. "
2Ic1zm9mBjk_1,Not classical hindustani music. Very far away from the prompted genre. No sitar,Happy,TRUE,FALSE,x,x,"classical hindustani music, sitar playing, sitarist, ethic indian instruments, double time percussion rhythm, groovy, himdustani music hits, live performance, tabla playing percussively, medium tempo, ","The song is an instrumental. The song is medium tempo with a sitar playing solo, tabla playing percussively and other Indian percussion instruments. The song is emotional and poignant. "
2Ic1zm9mBjk_2,"Not classical hindustani music. Very far away from the prompted genre. No sitar. Very inapropiate as ads a foreign hindi accent as the ""classical hindi"" element.",Happy,TRUE,FALSE,x,x,"classical hindustani music, sitar playing, sitarist, ethic indian instruments, double time percussion rhythm, groovy, himdustani music hits, live performance, tabla playing percussively, medium tempo, ","The song is an instrumental. The song is medium tempo with a sitar playing solo, tabla playing percussively and other Indian percussion instruments. The song is emotional and poignant. "
2Ic1zm9mBjk_3,Not classical hindustani music. Better that the other versions. follows the instrumental prompt without specialy selecting the characteristic in the generator.,Happy,FALSE,TRUE,x,x,"classical hindustani music, sitar playing, sitarist, ethic indian instruments, double time percussion rhythm, groovy, himdustani music hits, live performance, tabla playing percussively, medium tempo, ","The song is an instrumental. The song is medium tempo with a sitar playing solo, tabla playing percussively and other Indian percussion instruments. The song is emotional and poignant. "
2Ic1zm9mBjk_4,Not classical hindustani music. Very short,Happy,FALSE,TRUE,x,x,"classical hindustani music, sitar playing, sitarist, ethic indian instruments, double time percussion rhythm, groovy, himdustani music hits, live performance, tabla playing percussively, medium tempo, ","The song is an instrumental. The song is medium tempo with a sitar playing solo, tabla playing percussively and other Indian percussion instruments. The song is emotional and poignant. "
2KkNk9Ao7G4_1,Follows the low quality and weird prompts by generating a 5 sec recording of noise,"Disgust, disturbing",TRUE,FALSE,,x,"low quality, punchy kick, punchy snare, shimmering hi hats, buzzy synth bass, 8 bit synth lead melody, groovy, weird, background music","The low quality recording features a punchy kick and snare hits, followed by shimmering hi hats, buzzy synth bass and 8 bit synth lead melody. It sounds groovy, weird "
2KkNk9Ao7G4_2,Follows well the low quality and weird prompts. Very short,Happy,TRUE,FALSE,,x,"low quality, punchy kick, punchy snare, shimmering hi hats, buzzy synth bass, 8 bit synth lead melody, groovy, weird, background music","The low quality recording features a punchy kick and snare hits, followed by shimmering hi hats, buzzy synth bass and 8 bit synth lead melody. It sounds groovy, weird "
2KkNk9Ao7G4_3,Follows well the low quality and weird prompts. Very short,"Disgust, disturbing, surprise",FALSE,TRUE,,x,"low quality, punchy kick, punchy snare, shimmering hi hats, buzzy synth bass, 8 bit synth lead melody, groovy, weird, background music","The low quality recording features a punchy kick and snare hits, followed by shimmering hi hats, buzzy synth bass and 8 bit synth lead melody. It sounds groovy, weird "
2KkNk9Ao7G4_4,Follows well the low quality and weird prompts.,"Disgust, disturbing, surprise",FALSE,TRUE,,x,"low quality, punchy kick, punchy snare, shimmering hi hats, buzzy synth bass, 8 bit synth lead melody, groovy, weird, background music","The low quality recording features a punchy kick and snare hits, followed by shimmering hi hats, buzzy synth bass and 8 bit synth lead melody. It sounds groovy, weird "
2Q20hVyYjBM_1,Follows well the dutch language prompt,"Happy, melancholic",TRUE,FALSE,,,"male singer, slow tempo, foreign language, world music, country music, acordion accompaniment, vocal emphasis, dutch, folk song, pop, folk pop, regional music, metallic clicking sound","A male vocalist sings this passionate song in Dutch. The tempo is slow with vocal emphasis and an accordion harmony. The song is a simple, narrative, slow Folk song."
2Q20hVyYjBM_2,Follows well the dutch language prompt,"Happy, melancholic",TRUE,FALSE,,,"male singer, slow tempo, foreign language, world music, country music, acordion accompaniment, vocal emphasis, dutch, folk song, pop, folk pop, regional music, metallic clicking sound","A male vocalist sings this passionate song in Dutch. The tempo is slow with vocal emphasis and an accordion harmony. The song is a simple, narrative, slow Folk song."
2Q20hVyYjBM_3,Follows well the dutch language prompt. No accordion,"Sad, calm",FALSE,TRUE,,,"male singer, slow tempo, foreign language, world music, country music, acordion accompaniment, vocal emphasis, dutch, folk song, pop, folk pop, regional music, metallic clicking sound","A male vocalist sings this passionate song in Dutch. The tempo is slow with vocal emphasis and an accordion harmony. The song is a simple, narrative, slow Folk song."
2Q20hVyYjBM_4,Follows well the dutch language prompt. No accordion,"Sad, calm",FALSE,TRUE,,,"male singer, slow tempo, foreign language, world music, country music, acordion accompaniment, vocal emphasis, dutch, folk song, pop, folk pop, regional music, metallic clicking sound","A male vocalist sings this passionate song in Dutch. The tempo is slow with vocal emphasis and an accordion harmony. The song is a simple, narrative, slow Folk song."
2ShO1jZYZeA_1,Not instrumental,"Exciting, energetic",TRUE,FALSE,,x,"techno song, synth sounds, programmed percussion, fast tempo, no voices, instrumental, adverticement music","This techno song features programmed percussion playing at a fast tempo. After two bars, the percussion plays a crash cymbal and pauses. There are layers of synth sounds. "
2ShO1jZYZeA_2,Not instrumental,"Exciting, energetic",TRUE,FALSE,,x,"techno song, synth sounds, programmed percussion, fast tempo, no voices, instrumental, adverticement music","This techno song features programmed percussion playing at a fast tempo. After two bars, the percussion plays a crash cymbal and pauses. There are layers of synth sounds. "
2ShO1jZYZeA_3,Not instrumental. Specific instruction on musical terms about the composition are not followed (in which bar happens what).,"Exciting, energetic",FALSE,TRUE,,x,"techno song, synth sounds, programmed percussion, fast tempo, no voices, instrumental, adverticement music","This techno song features programmed percussion playing at a fast tempo. After two bars, the percussion plays a crash cymbal and pauses. There are layers of synth sounds. "
2ShO1jZYZeA_4,Not instrumental. Specific instruction on musical terms about the composition are not followed (in which bar happens what).,"Exciting, energetic",FALSE,TRUE,,x,"techno song, synth sounds, programmed percussion, fast tempo, no voices, instrumental, adverticement music","This techno song features programmed percussion playing at a fast tempo. After two bars, the percussion plays a crash cymbal and pauses. There are layers of synth sounds. "
2VFVe0RCn7g_1,"Not a classical melody, not an amteur recording","Exciting, Energetic",TRUE,FALSE,,x,"e-guitar, finger tapping, amateur recording, faster tempo, classical melody",Someone is playing a distorted e-guitar. Finger-tapping a classical music piece. This is an amateur recording and not of the best sound-quality. This song may be playing at home showing off your skill
